CSD,SCHOOL CODE,SCHOOL NAME,GRADE,PROGRAM TYPE,AVERAGE CLASS SIZE,SIZE OF LARGEST CLASS,SIZE OF SMALLEST CLASS
14,K478,"The High School for Enterprise, Business and Technology",09-12,GEN ED,43.5,50,37
14,K478,"The High School for Enterprise, Business and Technology",09-12,GEN ED,31.5,34,24
14,K478,"The High School for Enterprise, Business and Technology",09-12,GEN ED,29.9,34,19
14,K478,"The High School for Enterprise, Business and Technology",09-12,GEN ED,30.8,34,23
14,K478,"The High School for Enterprise, Business and Technology",09-12,GEN ED,22,22,22
14,K478,"The High School for Enterprise, Business and Technology",09-12,GEN ED,40,70,14
14,K478,"The High School for Enterprise, Business and Technology",09-12,GEN ED,25.5,34,11
14,K478,"The High School for Enterprise, Business and Technology",09-12,GEN ED,27.1,34,10
14,K478,"The High School for Enterprise, Business and Technology",09-12,GEN ED,28,34,23
14,K478,"The High School for Enterprise, Business and Technology",09-12,GEN ED,25,63,12
14,K488,Brooklyn Preparatory High School,09-12,GEN ED,29.7,31,28
14,K488,Brooklyn Preparatory High School,09-12,GEN ED,27,32,21
14,K488,Brooklyn Preparatory High School,09-12,GEN ED,12.7,16,11
14,K488,Brooklyn Preparatory High School,09-12,GEN ED,14.5,18,12
14,K488,Brooklyn Preparatory High School,09-12,GEN ED,28.3,31,24
14,K488,Brooklyn Preparatory High School,09-12,GEN ED,26.3,28,21
14,K488,Brooklyn Preparatory High School,09-12,GEN ED,32.5,33,32
14,K488,Brooklyn Preparatory High School,09-12,GEN ED,24.5,27,22
14,K488,Brooklyn Preparatory High School,09-12,GEN ED,23,23,23
14,K488,Brooklyn Preparatory High School,09-12,GEN ED,28.3,32,21
14,K488,Brooklyn Preparatory High School,09-12,GEN ED,21,24,18
14,K488,Brooklyn Preparatory High School,09-12,GEN ED,26,30,22
14,K488,Brooklyn Preparatory High School,09-12,GEN ED,28.3,32,21
14,K488,Brooklyn Preparatory High School,09-12,GEN ED,19,27,14
14,K488,Brooklyn Preparatory High School,09-12,GEN ED,10,10,10
14,K558,Williamsburg High School for Architecture and Design,09-12,GEN ED,24.3,25,23
14,K558,Williamsburg High School for Architecture and Design,09-12,GEN ED,25.3,31,18
14,K558,Williamsburg High School for Architecture and Design,09-12,GEN ED,22.5,30,15
14,K558,Williamsburg High School for Architecture and Design,09-12,GEN ED,32,33,31
14,K558,Williamsburg High School for Architecture and Design,09-12,GEN ED,22.5,25,20
14,K558,Williamsburg High School for Architecture and Design,09-12,GEN ED,26.7,31,22
14,K558,Williamsburg High School for Architecture and Design,09-12,GEN ED,27.5,28,27
14,K558,Williamsburg High School for Architecture and Design,09-12,GEN ED,24.5,30,19
14,K558,Williamsburg High School for Architecture and Design,09-12,GEN ED,29.7,34,27
14,K558,Williamsburg High School for Architecture and Design,09-12,GEN ED,19.9,25,10
14,K558,Williamsburg High School for Architecture and Design,09-12,GEN ED,25.1,32,18
14,K558,Williamsburg High School for Architecture and Design,09-12,GEN ED,24,24,24
14,K558,Williamsburg High School for Architecture and Design,09-12,GEN ED,25.7,30,22
14,K561,Williamsburg Preparatory School,09-12,GEN ED,26,32,19
14,K561,Williamsburg Preparatory School,09-12,GEN ED,26,29,19
14,K561,Williamsburg Preparatory School,09-12,GEN ED,24,28,19
14,K561,Williamsburg Preparatory School,09-12,GEN ED,25.3,32,19
14,K561,Williamsburg Preparatory School,09-12,GEN ED,25.6,32,17
14,K561,Williamsburg Preparatory School,09-12,GEN ED,29,32,26
14,K561,Williamsburg Preparatory School,09-12,GEN ED,22.4,30,11
14,K561,Williamsburg Preparatory School,09-12,GEN ED,22,24,20
14,K561,Williamsburg Preparatory School,09-12,GEN ED,21,23,19
14,K561,Williamsburg Preparatory School,09-12,GEN ED,27,31,24
14,K561,Williamsburg Preparatory School,09-12,GEN ED,25.4,31,19
14,K561,Williamsburg Preparatory School,09-12,GEN ED,29.7,33,26
14,K561,Williamsburg Preparatory School,09-12,GEN ED,27,27,27
14,K561,Williamsburg Preparatory School,09-12,GEN ED,23.7,25,21
14,K561,Williamsburg Preparatory School,09-12,GEN ED,26.8,32,20
14,K561,Williamsburg Preparatory School,09-12,GEN ED,25.8,32,20
14,K561,Williamsburg Preparatory School,09-12,GEN ED,25.3,31,21
14,K561,Williamsburg Preparatory School,09-12,GEN ED,25,28,23
14,K586,Lyons Community School,09-12,GEN ED,21,36,11
14,K586,Lyons Community School,09-12,GEN ED,25.5,29,22
14,K586,Lyons Community School,09-12,GEN ED,16,21,10
14,K586,Lyons Community School,09-12,GEN ED,20.7,23,19
14,K586,Lyons Community School,09-12,GEN ED,13,13,13
14,K586,Lyons Community School,09-12,GEN ED,20.7,23,18
14,K586,Lyons Community School,09-12,GEN ED,26.2,36,17
14,K586,Lyons Community School,09-12,GEN ED,10,10,10
14,K586,Lyons Community School,09-12,GEN ED,26,27,24
14,K586,Lyons Community School,09-12,GEN ED,19,27,12
14,K586,Lyons Community School,09-12,GEN ED,23.8,26,22
14,K586,Lyons Community School,09-12,GEN ED,36,36,36
14,K586,Lyons Community School,09-12,GEN ED,20.8,36,10
14,K586,Lyons Community School,09-12,GEN ED,17.7,21,15
14,K586,Lyons Community School,09-12,GEN ED,16.3,21,13
14,K586,Lyons Community School,09-12,GEN ED,19.5,21,18
14,K586,Lyons Community School,09-12,SPEC ED,14,14,14
14,K610,Automotive High School,09-12,GEN ED,22.7,27,15
14,K610,Automotive High School,09-12,GEN ED,30.5,32,29
14,K610,Automotive High School,09-12,GEN ED,30,35,24
14,K610,Automotive High School,09-12,GEN ED,20.8,34,10
14,K610,Automotive High School,09-12,GEN ED,22.8,27,16
14,K610,Automotive High School,09-12,GEN ED,24.8,34,10
14,K610,Automotive High School,09-12,GEN ED,29,29,29
14,K610,Automotive High School,09-12,GEN ED,25.6,32,19
14,K610,Automotive High School,09-12,GEN ED,20.5,23,17
14,K610,Automotive High School,09-12,GEN ED,15.5,20,11
14,K610,Automotive High School,09-12,GEN ED,31,31,31
14,K610,Automotive High School,09-12,GEN ED,25.2,32,13
14,K610,Automotive High School,09-12,GEN ED,27.7,34,15
14,K610,Automotive High School,09-12,GEN ED,31.8,35,26
14,K610,Automotive High School,09-12,GEN ED,25.5,26,25
14,K610,Automotive High School,09-12,SPEC ED,16,16,16
14,K610,Automotive High School,09-12,SPEC ED,11,11,11
14,K610,Automotive High School,09-12,SPEC ED,14,16,12
14,K610,Automotive High School,09-12,SPEC ED,14.5,16,13
14,K610,Automotive High School,09-12,SPEC ED,14,14,14
14,K610,Automotive High School,09-12,SPEC ED,16,16,16
14,K614,Young Women's Leadership School of Brooklyn,09-12,GEN ED,21,21,21
14,K614,Young Women's Leadership School of Brooklyn,09-12,GEN ED,21,21,21
14,K632,Frances Perkins Academy,09-12,GEN ED,14.5,16,13
14,K632,Frances Perkins Academy,09-12,GEN ED,19,19,19
14,K632,Frances Perkins Academy,09-12,GEN ED,19.7,22,18
14,K632,Frances Perkins Academy,09-12,GEN ED,14.3,18,11
14,K632,Frances Perkins Academy,09-12,GEN ED,21,22,20
14,K632,Frances Perkins Academy,09-12,GEN ED,19.3,23,17
14,K632,Frances Perkins Academy,09-12,GEN ED,13.3,16,11
14,K632,Frances Perkins Academy,09-12,GEN ED,17.6,22,11
14,K685,El Puente Academy for Peace and Justice,09-12,GEN ED,23.1,27,20
14,K685,El Puente Academy for Peace and Justice,09-12,GEN ED,21.3,25,18
14,K685,El Puente Academy for Peace and Justice,09-12,GEN ED,26,27,25
14,K685,El Puente Academy for Peace and Justice,09-12,GEN ED,21.3,23,20
14,K685,El Puente Academy for Peace and Justice,09-12,GEN ED,21,21,21
14,K685,El Puente Academy for Peace and Justice,09-12,GEN ED,22,26,20
14,K685,El Puente Academy for Peace and Justice,09-12,GEN ED,26,27,25
14,K685,El Puente Academy for Peace and Justice,09-12,GEN ED,18,18,18
15,K001,P.S. 001 The Bergen,0K,GEN ED,23.1,25,21
15,K010,"Magnet School of Math, Science and Design Technology",0K,GEN ED,21.3,23,19
15,K010,"Magnet School of Math, Science and Design Technology",0K,G&T,23,23,23
15,K015,P.S. 015 Patrick F. Daly,0K,GEN ED,22,22,22
15,K024,P.S. 024,0K,GEN ED,25.5,26,25
15,K029,P.S. 029 John M. Harrigan,0K,GEN ED,23.5,24,23
15,K038,P.S. 038 The Pacific,0K,GEN ED,23.5,24,23
15,K038,P.S. 038 The Pacific,0K,G&T,11,11,11
15,K039,P.S. 039 Henry Bristow,0K,GEN ED,20.5,23,18
15,K058,P.S. 058 The Carroll,0K,GEN ED,24.6,26,22
15,K094,P.S. 094 The Henry Longfellow,0K,GEN ED,24.3,25,23
15,K107,P.S. 107 John W. Kimball,0K,GEN ED,22,24,20
15,K124,P.S. 124 Silas B. Dutcher,0K,GEN ED,23.7,25,23
15,K130,P.S. 130 The Parkside,0K,GEN ED,25,25,25
15,K131,P.S. 131 Brooklyn,0K,GEN ED,24.7,25,23
15,K136,I.S. 136 Charles O. Dewey,09-12,GEN ED,21,21,21
15,K146,P.S. 146,0K,GEN ED,25,25,25
15,K154,Magnet School for Science & Technology,0K,GEN ED,23,24,22
15,K169,P.S. 169 Sunset Park,0K,GEN ED,24.4,25,24
15,K172,P.S. 172 Beacon School of Excellence,0K,GEN ED,25.3,26,25
15,K230,P.S. 230 Doris L. Cohen,0K,GEN ED,24,24,24
15,K230,P.S. 230 Doris L. Cohen,0K,G&T,21,21,21
15,K261,P.S. 261 Philip Livingston,0K,GEN ED,25.3,26,25
15,K295,P.S. 295,0K,GEN ED,21.5,22,21
15,K321,P.S. 321 William Penn,0K,GEN ED,24.6,26,24
15,K418,THE CHILDREN'S SCHOOL,0K,GEN ED,16.3,17,15
15,K429,Brooklyn School for Global Studies,09-12,GEN ED,31,31,31
15,K429,Brooklyn School for Global Studies,09-12,GEN ED,30,34,26
15,K429,Brooklyn School for Global Studies,09-12,GEN ED,24.5,27,22
15,K429,Brooklyn School for Global Studies,09-12,GEN ED,13.5,15,12
15,K429,Brooklyn School for Global Studies,09-12,GEN ED,22.5,29,16
15,K429,Brooklyn School for Global Studies,09-12,GEN ED,28,28,28
15,K429,Brooklyn School for Global Studies,09-12,GEN ED,25,31,19
15,K429,Brooklyn School for Global Studies,09-12,GEN ED,18.5,21,16
15,K429,Brooklyn School for Global Studies,09-12,GEN ED,29,29,29
15,K429,Brooklyn School for Global Studies,09-12,GEN ED,25,31,19
15,K429,Brooklyn School for Global Studies,09-12,GEN ED,25.3,34,12
15,K429,Brooklyn School for Global Studies,09-12,GEN ED,28.3,34,19
15,K429,Brooklyn School for Global Studies,09-12,GEN ED,30,30,30
15,K429,Brooklyn School for Global Studies,09-12,GEN ED,23,31,15
15,K429,Brooklyn School for Global Studies,09-12,SPEC ED,6,6,6
15,K429,Brooklyn School for Global Studies,09-12,SPEC ED,6,6,6
15,K429,Brooklyn School for Global Studies,09-12,SPEC ED,5,5,5
15,K429,Brooklyn School for Global Studies,09-12,SPEC ED,8,8,8
15,K429,Brooklyn School for Global Studies,09-12,SPEC ED,9,9,9
15,K429,Brooklyn School for Global Studies,09-12,SPEC ED,11,11,11
15,K429,Brooklyn School for Global Studies,09-12,SPEC ED,10,11,9
15,K429,Brooklyn School for Global Studies,09-12,SPEC ED,5,5,5
15,K429,Brooklyn School for Global Studies,09-12,SPEC ED,6,6,6
15,K429,Brooklyn School for Global Studies,09-12,SPEC ED,5,5,5
15,K443,New Voices School of Academic & Creative Arts,09-12,GEN ED,30.5,31,30
15,K448,Brooklyn Secondary School for Collaborative Studies,09-12,GEN ED,31,32,30
15,K448,Brooklyn Secondary School for Collaborative Studies,09-12,GEN ED,26,26,26
15,K448,Brooklyn Secondary School for Collaborative Studies,09-12,GEN ED,21,28,14
15,K448,Brooklyn Secondary School for Collaborative Studies,09-12,GEN ED,24.2,29,15
15,K448,Brooklyn Secondary School for Collaborative Studies,09-12,GEN ED,10,10,10
15,K448,Brooklyn Secondary School for Collaborative Studies,09-12,GEN ED,30,32,28
15,K448,Brooklyn Secondary School for Collaborative Studies,09-12,GEN ED,22.5,28,17
15,K448,Brooklyn Secondary School for Collaborative Studies,09-12,GEN ED,22,32,12
15,K448,Brooklyn Secondary School for Collaborative Studies,09-12,GEN ED,15.3,26,10
15,K448,Brooklyn Secondary School for Collaborative Studies,09-12,GEN ED,32.5,33,32
15,K448,Brooklyn Secondary School for Collaborative Studies,09-12,GEN ED,23.3,27,21
15,K448,Brooklyn Secondary School for Collaborative Studies,09-12,GEN ED,30.7,32,28
15,K448,Brooklyn Secondary School for Collaborative Studies,09-12,GEN ED,25,25,25
15,K448,Brooklyn Secondary School for Collaborative Studies,09-12,GEN ED,23,27,19
15,K448,Brooklyn Secondary School for Collaborative Studies,09-12,GEN ED,10,10,10
15,K462,Secondary School for Law,09-12,GEN ED,29.8,33,27
15,K462,Secondary School for Law,09-12,GEN ED,26.5,33,20
15,K462,Secondary School for Law,09-12,GEN ED,31,33,29
15,K462,Secondary School for Law,09-12,GEN ED,28.7,32,26
15,K462,Secondary School for Law,09-12,GEN ED,10,10,10
15,K462,Secondary School for Law,09-12,GEN ED,27.3,32,22
15,K462,Secondary School for Law,09-12,GEN ED,23.5,33,11
15,K462,Secondary School for Law,09-12,GEN ED,24.6,34,16
15,K462,Secondary School for Law,09-12,GEN ED,24,24,24
15,K462,Secondary School for Law,09-12,GEN ED,24.8,33,12
15,K462,Secondary School for Law,09-12,GEN ED,25.8,31,16
15,K462,Secondary School for Law,09-12,GEN ED,24.4,31,17
15,K462,Secondary School for Law,09-12,GEN ED,33,33,33
15,K462,Secondary School for Law,09-12,GEN ED,29.1,33,24
15,K462,Secondary School for Law,09-12,GEN ED,30,33,25
15,K462,Secondary School for Law,09-12,GEN ED,22,31,14
15,K462,Secondary School for Law,09-12,GEN ED,25.8,34,14
15,K462,Secondary School for Law,09-12,SPEC ED,10,10,10
15,K463,Secondary School for Journalism,09-12,GEN ED,29.5,32,27
15,K463,Secondary School for Journalism,09-12,GEN ED,25.3,26,24
15,K463,Secondary School for Journalism,09-12,GEN ED,16.8,21,13
15,K463,Secondary School for Journalism,09-12,GEN ED,27.7,32,20
15,K463,Secondary School for Journalism,09-12,GEN ED,23,29,14
15,K463,Secondary School for Journalism,09-12,GEN ED,22,29,12
15,K463,Secondary School for Journalism,09-12,GEN ED,21.8,30,15
15,K463,Secondary School for Journalism,09-12,GEN ED,19,19,19
15,K463,Secondary School for Journalism,09-12,GEN ED,27.7,30,25
15,K463,Secondary School for Journalism,09-12,GEN ED,31.8,32,31
15,K463,Secondary School for Journalism,09-12,GEN ED,18.8,27,11
15,K463,Secondary School for Journalism,09-12,GEN ED,26.2,29,19
15,K463,Secondary School for Journalism,09-12,GEN ED,17,23,13
15,K463,Secondary School for Journalism,09-12,GEN ED,26.3,29,23
15,K463,Secondary School for Journalism,09-12,SPEC ED,7,7,7
15,K463,Secondary School for Journalism,09-12,SPEC ED,6,6,6
15,K463,Secondary School for Journalism,09-12,SPEC ED,6,6,6
15,K463,Secondary School for Journalism,09-12,SPEC ED,6,6,6
15,K463,Secondary School for Journalism,09-12,SPEC ED,6,6,6
15,K463,Secondary School for Journalism,09-12,SPEC ED,6,6,6
15,K463,Secondary School for Journalism,09-12,SPEC ED,6,6,6
15,K464,Secondary School for Research,09-12,GEN ED,31.7,32,31
15,K464,Secondary School for Research,09-12,GEN ED,22.5,25,20
15,K464,Secondary School for Research,09-12,GEN ED,28.3,31,25
15,K464,Secondary School for Research,09-12,GEN ED,25,27,24
15,K464,Secondary School for Research,09-12,GEN ED,30.3,32,28
15,K464,Secondary School for Research,09-12,GEN ED,30.5,31,30
15,K464,Secondary School for Research,09-12,GEN ED,24.7,29,19
15,K464,Secondary School for Research,09-12,GEN ED,15.3,17,14
15,K464,Secondary School for Research,09-12,GEN ED,30,30,30
15,K464,Secondary School for Research,09-12,GEN ED,31.7,35,28
15,K464,Secondary School for Research,09-12,GEN ED,25,26,24
15,K464,Secondary School for Research,09-12,GEN ED,28,28,28
15,K464,Secondary School for Research,09-12,GEN ED,23.8,25,23
15,K464,Secondary School for Research,09-12,GEN ED,30,33,26
15,K464,Secondary School for Research,09-12,GEN ED,28,32,23
15,K464,Secondary School for Research,09-12,GEN ED,23,26,18
15,K464,Secondary School for Research,09-12,SPEC ED,11,11,11
15,K464,Secondary School for Research,09-12,SPEC ED,12,12,12
15,K464,Secondary School for Research,09-12,SPEC ED,13,13,13
15,K497,School for International Studies,09-12,GEN ED,23,27,19
15,K497,School for International Studies,09-12,GEN ED,19.7,22,18
15,K497,School for International Studies,09-12,GEN ED,22,27,19
15,K497,School for International Studies,09-12,GEN ED,27,29,25
15,K497,School for International Studies,09-12,GEN ED,21.8,24,20
15,K497,School for International Studies,09-12,GEN ED,24.4,31,10
15,K497,School for International Studies,09-12,GEN ED,14.5,18,12
15,K497,School for International Studies,09-12,GEN ED,24.5,29,20
15,K497,School for International Studies,09-12,GEN ED,15,20,10
15,K497,School for International Studies,09-12,GEN ED,28,30,26
15,K497,School for International Studies,09-12,GEN ED,29.7,31,29
15,K497,School for International Studies,09-12,GEN ED,26,32,20
15,K497,School for International Studies,09-12,GEN ED,30,31,29
15,K497,School for International Studies,09-12,GEN ED,23.7,31,17
15,K497,School for International Studies,09-12,GEN ED,23.6,30,18
15,K497,School for International Studies,09-12,SPEC ED,14,14,14
15,K497,School for International Studies,09-12,SPEC ED,15,15,15
15,K497,School for International Studies,09-12,SPEC ED,17,17,17
15,K497,School for International Studies,09-12,SPEC ED,15,15,15
15,K519,Cobble Hill School of American Studies,09-12,GEN ED,19.7,21,18
15,K519,Cobble Hill School of American Studies,09-12,GEN ED,22.5,30,15
15,K519,Cobble Hill School of American Studies,09-12,GEN ED,27.8,31,21
15,K519,Cobble Hill School of American Studies,09-12,GEN ED,33,33,33
15,K519,Cobble Hill School of American Studies,09-12,GEN ED,22.6,33,13
15,K519,Cobble Hill School of American Studies,09-12,GEN ED,20.6,25,18
15,K519,Cobble Hill School of American Studies,09-12,GEN ED,28.9,33,24
15,K519,Cobble Hill School of American Studies,09-12,GEN ED,28,28,28
15,K519,Cobble Hill School of American Studies,09-12,GEN ED,32.8,33,32
15,K519,Cobble Hill School of American Studies,09-12,GEN ED,29.8,34,26
15,K519,Cobble Hill School of American Studies,09-12,GEN ED,25.4,33,15
15,K519,Cobble Hill School of American Studies,09-12,GEN ED,33.8,35,32
15,K519,Cobble Hill School of American Studies,09-12,GEN ED,28.4,34,19
15,K519,Cobble Hill School of American Studies,09-12,GEN ED,30.4,34,25
15,K519,Cobble Hill School of American Studies,09-12,GEN ED,26.6,34,11
15,K519,Cobble Hill School of American Studies,09-12,GEN ED,21,30,16
15,K519,Cobble Hill School of American Studies,09-12,GEN ED,25.7,30,20
15,K519,Cobble Hill School of American Studies,09-12,SPEC ED,8,9,7
15,K519,Cobble Hill School of American Studies,09-12,SPEC ED,6,6,6
15,K519,Cobble Hill School of American Studies,09-12,SPEC ED,13,13,13
15,K519,Cobble Hill School of American Studies,09-12,SPEC ED,8.5,10,7
15,K519,Cobble Hill School of American Studies,09-12,SPEC ED,10.3,15,7
15,K519,Cobble Hill School of American Studies,09-12,SPEC ED,14,14,14
15,K519,Cobble Hill School of American Studies,09-12,SPEC ED,10,10,10
15,K519,Cobble Hill School of American Studies,09-12,SPEC ED,11.3,16,9
15,K519,Cobble Hill School of American Studies,09-12,SPEC ED,9,11,7
15,K519,Cobble Hill School of American Studies,09-12,SPEC ED,14,14,14
15,K519,Cobble Hill School of American Studies,09-12,SPEC ED,8.5,10,7
15,K520,Pacific High School,09-12,GEN ED,20.5,22,19
15,K520,Pacific High School,09-12,GEN ED,25.7,28,22
15,K520,Pacific High School,09-12,GEN ED,14,14,14
15,K520,Pacific High School,09-12,GEN ED,19.3,24,14
15,K520,Pacific High School,09-12,GEN ED,17.6,24,12
15,K520,Pacific High School,09-12,GEN ED,16,16,16
15,K520,Pacific High School,09-12,GEN ED,12,12,12
15,K520,Pacific High School,09-12,GEN ED,18,23,13
15,K520,Pacific High School,09-12,GEN ED,21.8,28,12
15,K520,Pacific High School,09-12,GEN ED,17,24,12
15,K520,Pacific High School,09-12,GEN ED,23.8,32,17
15,K520,Pacific High School,09-12,GEN ED,23,31,12
15,K520,Pacific High School,09-12,GEN ED,30.5,34,27
15,K529,West Brooklyn Community High School,09-12,GEN ED,15,18,10
15,K529,West Brooklyn Community High School,09-12,GEN ED,21.8,24,20
15,K529,West Brooklyn Community High School,09-12,GEN ED,10,10,10
15,K529,West Brooklyn Community High School,09-12,GEN ED,17.6,19,16
15,K529,West Brooklyn Community High School,09-12,GEN ED,18.6,22,15
15,K529,West Brooklyn Community High School,09-12,GEN ED,17.7,24,11
15,K529,West Brooklyn Community High School,09-12,GEN ED,14.5,19,10
15,K529,West Brooklyn Community High School,09-12,GEN ED,16.3,25,11
15,K529,West Brooklyn Community High School,09-12,GEN ED,16.7,19,13
15,K529,West Brooklyn Community High School,09-12,GEN ED,13.5,14,13
15,K530,Metropolitan Corporate Academy High School,09-12,GEN ED,17,17,17
15,K530,Metropolitan Corporate Academy High School,09-12,GEN ED,21,28,14
15,K530,Metropolitan Corporate Academy High School,09-12,GEN ED,19.7,23,13
15,K530,Metropolitan Corporate Academy High School,09-12,GEN ED,26.5,30,21
15,K530,Metropolitan Corporate Academy High School,09-12,GEN ED,22.6,34,10
15,K530,Metropolitan Corporate Academy High School,09-12,GEN ED,18,32,11
15,K530,Metropolitan Corporate Academy High School,09-12,GEN ED,19,19,19
15,K530,Metropolitan Corporate Academy High School,09-12,GEN ED,22.3,28,14
15,K530,Metropolitan Corporate Academy High School,09-12,GEN ED,19.3,22,17
15,K530,Metropolitan Corporate Academy High School,09-12,GEN ED,23.8,32,17
15,K530,Metropolitan Corporate Academy High School,09-12,GEN ED,19.3,24,17
15,K530,Metropolitan Corporate Academy High School,09-12,GEN ED,29,29,29
15,K530,Metropolitan Corporate Academy High School,09-12,GEN ED,28,35,19
15,K530,Metropolitan Corporate Academy High School,09-12,GEN ED,18.2,25,10
15,K530,Metropolitan Corporate Academy High School,09-12,GEN ED,25.3,33,20
15,K530,Metropolitan Corporate Academy High School,09-12,GEN ED,19.8,26,16
15,K530,Metropolitan Corporate Academy High School,09-12,GEN ED,28,28,28
15,K530,Metropolitan Corporate Academy High School,09-12,SPEC ED,13,13,13
15,K530,Metropolitan Corporate Academy High School,09-12,SPEC ED,13,13,13
15,K530,Metropolitan Corporate Academy High School,09-12,SPEC ED,13,13,13
15,K530,Metropolitan Corporate Academy High School,09-12,SPEC ED,12,13,11
15,K530,Metropolitan Corporate Academy High School,09-12,SPEC ED,14,15,13
15,K530,Metropolitan Corporate Academy High School,09-12,SPEC ED,15,15,15
15,K656,Brooklyn High School of the Arts,09-12,GEN ED,27.2,34,11
15,K656,Brooklyn High School of the Arts,09-12,GEN ED,23.5,28,13
15,K656,Brooklyn High School of the Arts,09-12,GEN ED,23,32,13
15,K656,Brooklyn High School of the Arts,09-12,GEN ED,24,33,16
15,K656,Brooklyn High School of the Arts,09-12,GEN ED,25,31,11
15,K656,Brooklyn High School of the Arts,09-12,GEN ED,22.5,28,16
15,K656,Brooklyn High School of the Arts,09-12,GEN ED,28,32,24
15,K656,Brooklyn High School of the Arts,09-12,GEN ED,20.2,26,13
15,K656,Brooklyn High School of the Arts,09-12,GEN ED,32.2,34,30
15,K656,Brooklyn High School of the Arts,09-12,GEN ED,30.5,34,23
15,K656,Brooklyn High School of the Arts,09-12,GEN ED,29.7,33,24
15,K656,Brooklyn High School of the Arts,09-12,GEN ED,26.7,32,16
15,K656,Brooklyn High School of the Arts,09-12,GEN ED,29,34,22
15,K656,Brooklyn High School of the Arts,09-12,GEN ED,29.9,34,23
15,K656,Brooklyn High School of the Arts,09-12,GEN ED,26.3,33,17
15,K656,Brooklyn High School of the Arts,09-12,GEN ED,30.7,32,30
15,K656,Brooklyn High School of the Arts,09-12,SPEC ED,10,10,10
15,K667,SUNSET PARK HIGH SCHOOL,09-12,GEN ED,23.8,29,20
15,K667,SUNSET PARK HIGH SCHOOL,09-12,GEN ED,27.6,29,26
15,K667,SUNSET PARK HIGH SCHOOL,09-12,GEN ED,26.9,33,20
15,K667,SUNSET PARK HIGH SCHOOL,09-12,GEN ED,26.9,29,25
15,K667,SUNSET PARK HIGH SCHOOL,09-12,GEN ED,29.2,33,27
15,K667,SUNSET PARK HIGH SCHOOL,09-12,GEN ED,29.2,33,27
15,K667,SUNSET PARK HIGH SCHOOL,09-12,GEN ED,26.9,29,25
15,K667,SUNSET PARK HIGH SCHOOL,09-12,GEN ED,28.1,33,25
15,K667,SUNSET PARK HIGH SCHOOL,09-12,GEN ED,23.1,26,21
15,K676,RED HOOK NEIGHBORHOOD SCHOOL,0K,GEN ED,22,22,22
15,K698,South Brooklyn Community High School,09-12,GEN ED,18.3,21,16
15,K698,South Brooklyn Community High School,09-12,GEN ED,18,24,13
15,K698,South Brooklyn Community High School,09-12,GEN ED,26,26,26
15,K698,South Brooklyn Community High School,09-12,GEN ED,13,13,13
15,K698,South Brooklyn Community High School,09-12,GEN ED,14.6,22,11
15,K698,South Brooklyn Community High School,09-12,GEN ED,14.5,19,10
15,K698,South Brooklyn Community High School,09-12,GEN ED,16.7,22,10
15,K698,South Brooklyn Community High School,09-12,GEN ED,20,24,18
15,K698,South Brooklyn Community High School,09-12,GEN ED,23,25,21
15,K698,South Brooklyn Community High School,09-12,GEN ED,27,27,27
16,K005,P.S. 005 Dr. Ronald Mcnair,0K,GEN ED,16.5,18,15
16,K021,P.S. 021 Crispus Attucks,0K,GEN ED,24,24,24
16,K025,P.S. 025 Eubie Blake School,0K,GEN ED,25,25,25
16,K026,P.S. 026 Jesse Owens,0K,GEN ED,24.5,25,24
16,K028,P.S. 028 The Warren Prep Academy,0K,GEN ED,19,19,19
16,K040,P.S. 040 George W. Carver,0K,GEN ED,18.3,19,18
16,K057,J.H.S. 057 Whitelaw Reid,09-12,GEN ED,13.6,15,12
16,K057,J.H.S. 057 Whitelaw Reid,09-12,GEN ED,23,23,23
16,K081,P.S. 081 Thaddeus Stevens,0K,GEN ED,22,22,22
16,K081,P.S. 081 Thaddeus Stevens,0K,G&T,12,12,12
16,K243,P.S. 243K- The Weeksville School,0K,GEN ED,24.5,25,24
16,K262,P.S. 262 El Hajj Malik El Shabazz Elementary School,0K,GEN ED,14.5,15,14
16,K308,P.S. 308 Clara Cardwell,0K,GEN ED,18,19,17
16,K308,P.S. 308 Clara Cardwell,09-12,GEN ED,27.1,45,19
16,K308,P.S. 308 Clara Cardwell,09-12,SPEC ED,10.5,11,10
16,K309,P.S. 309 The George E. Wibecan Preparatory Academy,0K,GEN ED,22,22,22
16,K335,P.S. 335 Granville T. Woods,0K,GEN ED,29,29,29
16,K393,Frederick Douglass Academy IV Secondary School,09-12,GEN ED,24,27,21
16,K393,Frederick Douglass Academy IV Secondary School,09-12,GEN ED,27,31,23
16,K393,Frederick Douglass Academy IV Secondary School,09-12,GEN ED,22,29,15
16,K393,Frederick Douglass Academy IV Secondary School,09-12,GEN ED,26,34,18
16,K393,Frederick Douglass Academy IV Secondary School,09-12,GEN ED,23,29,12
16,K393,Frederick Douglass Academy IV Secondary School,09-12,GEN ED,21.5,23,20
16,K393,Frederick Douglass Academy IV Secondary School,09-12,GEN ED,17.7,23,10
16,K393,Frederick Douglass Academy IV Secondary School,09-12,GEN ED,20.5,29,12
16,K393,Frederick Douglass Academy IV Secondary School,09-12,GEN ED,22,26,18
16,K393,Frederick Douglass Academy IV Secondary School,09-12,GEN ED,20.3,27,13
16,K393,Frederick Douglass Academy IV Secondary School,09-12,GEN ED,24,27,21
16,K393,Frederick Douglass Academy IV Secondary School,09-12,GEN ED,22.7,28,17
